Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Total_Revolving_Bal,Credit_Limit,Months_on_book,Total_Relationship_Count,Avg_Utilization_Ratio,Contacts_Count_12_mon,Months_Inactive_12_mon,Dependent_count,Cluster,Attrition_Flag
2256,40,0.29,0.586,321,3458.0,19,1,0.093,4,2,3,3,Attrited Customer
4240,73,0.587,0.821,2057,8264.0,39,5,0.249,2,3,0,0,Existing Customer
2799,49,0.485,1.048,377,1697.0,50,3,0.222,4,4,0,0,Attrited Customer
2909,58,1.522,1.111,1881,3069.0,36,3,0.613,2,2,3,2,Existing Customer
1760,40,0.6,0.451,0,10309.0,38,2,0.0,2,3,2,3,Attrited Customer
1939,30,0.5,0.66,1355,4983.0,36,4,0.272,3,3,4,3,Existing Customer
4792,69,0.643,0.479,1783,3103.0,24,3,0.575,3,2,4,2,Existing Customer
2978,61,0.906,0.588,1112,1663.0,36,3,0.669,1,1,3,2,Existing Customer
4557,94,0.843,0.816,0,2695.0,36,6,0.0,1,1,0,5,Existing Customer
3445,76,0.767,0.744,0,18178.0,41,6,0.0,4,3,4,5,Existing Customer
3206,54,0.8,0.683,1020,14782.0,42,4,0.069,3,2,3,4,Existing Customer
4361,75,0.63,0.733,2196,2488.0,41,3,0.883,3,1,3,2,Existing Customer
4964,82,0.907,0.649,0,1785.0,36,4,0.0,1,1,2,5,Existing Customer
4136,77,0.604,0.547,1170,4701.0,31,5,0.249,4,2,4,2,Existing Customer
4089,73,0.872,1.017,0,1438.3,28,4,0.0,0,3,2,5,Existing Customer
2005,32,0.684,0.924,2162,2826.0,27,4,0.765,2,3,3,2,Existing Customer
4932,67,0.914,0.906,1905,4597.0,45,4,0.414,1,2,0,0,Existing Customer
4730,82,0.708,0.608,2340,2591.0,21,5,0.903,2,3,1,2,Existing Customer
3407,61,0.694,0.744,1492,2494.0,36,5,0.598,2,2,2,2,Existing Customer
3300,68,0.545,0.797,1352,5039.0,36,6,0.268,1,1,1,0,Existing Customer
2270,46,0.394,0.699,157,7897.0,39,3,0.02,1,3,5,3,Attrited Customer
4054,72,0.674,0.545,1770,4772.0,38,5,0.371,3,3,2,0,Existing Customer
5211,90,0.765,0.824,2493,3436.0,24,5,0.726,1,3,0,2,Existing Customer
4100,67,0.675,0.462,1312,12064.0,37,3,0.109,0,1,1,5,Existing Customer
4030,73,0.78,0.872,1548,9065.0,46,5,0.171,3,2,3,0,Existing Customer
2512,45,0.324,0.665,0,34516.0,36,6,0.0,4,3,1,4,Existing Customer
4326,81,0.761,0.858,753,10290.0,35,3,0.073,3,3,3,5,Existing Customer
4831,78,0.529,0.838,2486,3433.0,44,4,0.724,3,1,2,0,Existing Customer
2922,71,0.775,0.521,964,34516.0,30,6,0.028,2,3,3,4,Existing Customer
4200,67,0.675,0.754,1775,3240.0,36,5,0.548,2,1,4,2,Existing Customer
4379,64,0.829,0.983,851,1438.3,39,4,0.592,2,2,1,0,Existing Customer
4156,77,0.833,0.842,2517,6462.0,39,3,0.39,2,1,2,2,Existing Customer
4157,71,0.651,0.77,1201,4408.0,36,6,0.272,3,1,1,0,Existing Customer
1863,42,0.312,0.613,458,1438.3,36,1,0.318,1,3,2,3,Attrited Customer
1517,38,0.407,0.346,0,1438.3,36,3,0.0,3,3,4,3,Attrited Customer
1764,30,0.111,0.228,0,1773.0,39,3,0.0,1,2,2,3,Attrited Customer
3646,66,1.2,1.031,0,4555.0,46,4,0.0,2,1,3,5,Existing Customer
3709,66,0.886,0.801,1046,30666.0,36,4,0.034,3,2,4,4,Existing Customer
4241,77,0.974,1.32,0,1575.0,42,4,0.0,2,2,2,5,Existing Customer
3822,69,0.533,0.812,922,1891.0,38,4,0.488,3,3,1,0,Existing Customer
3455,72,1.0,0.926,1946,16634.0,24,4,0.117,2,2,4,4,Existing Customer
3873,72,0.674,1.032,0,7985.0,43,6,0.0,2,1,1,5,Existing Customer
3914,70,0.667,0.954,1370,3304.0,32,3,0.415,3,1,1,2,Existing Customer
5158,68,0.447,1.01,1508,6247.0,20,5,0.241,2,2,3,2,Existing Customer
4142,74,0.644,0.749,2517,3645.0,25,6,0.691,4,2,3,2,Existing Customer
4206,75,1.027,0.644,2119,21329.0,36,3,0.099,3,3,0,4,Existing Customer
4272,83,0.596,0.754,2000,7234.0,36,4,0.276,4,1,3,2,Existing Customer
4113,83,0.627,0.806,0,2262.0,35,4,0.0,3,2,2,5,Existing Customer
4655,82,0.864,0.79,860,1438.3,27,5,0.598,0,3,4,2,Existing Customer
4647,81,0.884,0.908,2199,4187.0,36,5,0.525,3,2,4,2,Existing Customer
2228,37,0.85,0.841,2268,16362.0,32,1,0.139,4,2,2,4,Attrited Customer
4333,70,0.628,0.711,0,34516.0,53,6,0.0,2,2,1,4,Existing Customer
3383,67,0.558,0.633,878,2748.0,28,4,0.32,2,2,4,2,Existing Customer
4306,77,0.604,0.805,470,5242.0,32,3,0.09,3,2,3,5,Existing Customer
3789,70,0.75,0.631,986,21585.0,35,4,0.046,0,3,5,4,Existing Customer
4226,73,0.521,1.05,0,2488.0,36,4,0.0,2,2,0,5,Existing Customer
4401,60,1.069,0.966,0,9966.0,39,6,0.0,3,1,3,5,Existing Customer
2761,57,0.966,1.301,0,27804.0,37,4,0.0,4,2,2,4,Existing Customer
3386,65,0.711,1.028,1148,15626.0,37,3,0.073,3,1,5,4,Existing Customer
1575,23,0.211,0.482,2517,18800.0,37,3,0.134,4,4,5,3,Attrited Customer
4150,75,0.744,0.872,1516,1963.0,36,5,0.772,3,1,4,2,Existing Customer
1915,44,0.375,0.443,1506,4579.0,30,1,0.329,4,3,3,3,Attrited Customer
3101,73,0.78,0.684,1170,25824.0,31,4,0.045,3,3,1,4,Existing Customer
4422,64,1.783,0.703,1268,3429.0,40,3,0.37,2,2,4,2,Existing Customer
3109,48,0.412,0.992,0,15809.0,49,3,0.0,2,2,1,3,Attrited Customer
4274,68,0.581,0.581,831,2493.0,32,6,0.333,3,1,2,5,Existing Customer
3520,69,0.769,0.667,0,6593.0,37,4,0.0,3,3,2,5,Existing Customer
2314,43,0.433,0.689,0,1625.0,40,6,0.0,2,3,3,3,Attrited Customer
1464,32,0.778,0.618,0,2121.0,36,2,0.0,2,3,2,3,Attrited Customer
4220,71,0.775,0.959,1978,4757.0,34,3,0.416,3,3,2,2,Existing Customer
1402,38,0.31,0.275,0,8668.0,18,5,0.0,4,3,3,3,Attrited Customer
4233,71,0.775,0.866,950,21869.0,43,6,0.043,4,3,2,4,Existing Customer
4114,66,0.737,0.652,1890,2480.0,34,5,0.762,2,4,4,2,Existing Customer
3529,84,0.787,0.781,1716,8190.0,40,3,0.21,2,4,3,2,Existing Customer
4134,78,0.625,0.757,942,1850.0,45,5,0.509,4,2,2,0,Existing Customer
4421,74,0.51,0.69,2049,2483.0,36,5,0.825,3,3,1,0,Existing Customer
4455,77,0.604,0.563,1447,2925.0,30,6,0.495,2,3,4,2,Existing Customer
1695,38,0.31,0.479,0,7066.0,29,3,0.0,2,4,3,3,Attrited Customer
3942,65,0.625,0.852,2251,2514.0,40,5,0.895,2,1,4,2,Existing Customer
3756,70,0.842,0.938,659,3640.0,46,4,0.181,3,1,0,0,Existing Customer
2281,37,0.48,0.442,1120,5527.0,36,3,0.203,3,2,2,3,Attrited Customer
4503,77,0.674,0.559,0,31625.0,36,6,0.0,3,1,2,4,Existing Customer
4218,66,0.571,0.943,0,32409.0,52,6,0.0,4,3,2,4,Existing Customer
2840,63,0.537,0.477,600,9827.0,30,6,0.061,2,2,2,3,Existing Customer
5237,76,0.81,0.807,1714,2623.0,38,4,0.653,3,1,1,0,Existing Customer
4106,81,0.528,0.863,2249,2993.0,37,6,0.751,3,2,2,2,Existing Customer
4389,84,0.68,0.507,1399,12944.0,36,3,0.108,2,2,2,5,Existing Customer
4465,63,0.703,0.655,1471,6401.0,34,5,0.23,4,1,2,0,Existing Customer
4024,62,0.55,0.705,2129,5506.0,36,4,0.387,0,1,3,2,Existing Customer
1737,38,0.9,0.551,0,34516.0,44,3,0.0,1,3,1,4,Existing Customer
3160,59,1.36,1.003,1783,17673.0,41,3,0.101,1,1,4,4,Existing Customer
4171,80,0.818,0.586,1166,2656.0,34,5,0.439,4,3,3,2,Existing Customer
4434,81,0.62,0.757,1092,6118.0,37,3,0.178,1,1,2,5,Existing Customer
3381,51,0.594,0.814,2225,17437.0,31,3,0.128,1,1,1,4,Existing Customer
2176,40,0.379,0.563,0,1461.0,37,2,0.0,3,2,1,3,Attrited Customer
4671,69,0.816,0.855,1525,1965.0,43,5,0.776,2,3,4,2,Existing Customer
1481,20,0.333,0.502,0,30899.0,45,3,0.0,4,2,3,3,Existing Customer
3779,78,0.814,0.844,1132,8876.0,36,3,0.128,1,2,3,5,Existing Customer
4382,88,0.66,0.744,1501,2440.0,38,3,0.615,3,1,4,2,Existing Customer
4533,69,0.533,0.593,1318,1652.0,45,5,0.798,4,3,1,0,Existing Customer
3718,66,0.61,0.461,1302,15535.0,37,3,0.084,3,2,4,4,Existing Customer
1097,28,0.077,0.018,0,13354.0,46,2,0.0,4,4,3,3,Attrited Customer
2138,43,0.593,0.716,0,26723.0,36,6,0.0,4,2,1,4,Attrited Customer
3495,64,0.882,0.667,2024,3949.0,49,5,0.513,4,1,2,0,Existing Customer
4228,70,0.75,0.654,2120,5937.0,39,3,0.357,2,2,4,2,Existing Customer
3142,62,0.824,0.745,1192,18806.0,24,3,0.063,4,2,4,4,Existing Customer
1801,48,0.548,0.597,2517,3512.0,35,3,0.717,6,2,3,2,Attrited Customer
2959,63,0.8,0.671,1264,1975.0,36,4,0.64,0,3,3,2,Existing Customer
4713,77,1.026,0.931,821,2888.0,33,5,0.284,3,2,4,5,Existing Customer
2385,33,0.375,0.752,0,2263.0,36,2,0.0,3,2,4,3,Attrited Customer
3587,66,0.571,0.938,1671,26792.0,36,3,0.062,4,3,1,4,Existing Customer
2108,51,0.5,0.532,1625,9375.0,36,4,0.173,3,1,4,3,Attrited Customer
1757,35,0.4,0.341,2514,2806.0,35,3,0.896,4,1,2,2,Attrited Customer
2180,46,0.643,0.751,524,1478.0,28,4,0.355,2,2,2,3,Attrited Customer
4421,74,0.542,0.524,1607,6836.0,36,6,0.235,2,2,3,2,Existing Customer
2108,47,0.516,0.507,0,8757.0,28,6,0.0,3,1,4,3,Attrited Customer
4583,87,0.851,0.729,0,10529.0,29,6,0.0,2,3,3,5,Existing Customer
5224,85,0.667,0.807,975,2122.0,49,6,0.459,4,1,0,0,Existing Customer
4053,85,0.635,0.638,1732,2883.0,38,5,0.601,1,2,3,2,Existing Customer
1542,45,0.607,0.493,0,2339.0,37,2,0.0,3,4,1,3,Attrited Customer
4239,69,0.683,0.962,2290,5225.0,47,6,0.438,1,3,3,0,Existing Customer
2144,42,0.909,0.559,1399,2582.0,41,5,0.542,4,2,2,0,Existing Customer
3598,72,0.532,0.682,0,11524.0,55,6,0.0,1,2,1,5,Existing Customer
4010,69,0.5,0.793,1840,13039.0,36,3,0.141,4,3,4,4,Existing Customer
2281,41,0.367,0.702,0,2509.0,41,5,0.0,3,3,4,3,Attrited Customer
3953,69,0.725,0.725,867,1456.0,56,5,0.595,2,2,1,0,Existing Customer
4734,83,0.886,0.77,1884,5612.0,44,5,0.336,2,1,2,0,Existing Customer
4626,78,0.773,0.674,1912,3025.0,35,6,0.632,3,1,3,2,Existing Customer
4256,69,0.725,0.652,2517,4205.0,29,3,0.599,4,2,5,2,Existing Customer
4313,72,0.8,1.051,2517,3515.0,42,6,0.716,3,2,1,0,Existing Customer
4551,65,0.667,0.684,1864,26174.0,44,6,0.071,2,3,2,4,Existing Customer
5428,85,0.635,0.781,1044,1602.0,25,5,0.652,2,3,4,2,Existing Customer
4305,63,0.658,0.963,0,29939.0,36,4,0.0,3,1,4,4,Existing Customer
4450,68,0.545,0.934,1598,2115.0,41,3,0.756,3,1,2,2,Existing Customer
2431,37,0.542,0.857,0,5298.0,30,2,0.0,3,2,3,3,Attrited Customer
4269,88,0.76,0.816,1947,2433.0,49,4,0.8,1,3,3,2,Existing Customer
4673,59,0.735,0.875,0,1443.0,49,5,0.0,2,2,1,5,Existing Customer
4134,60,0.765,0.626,1792,9758.0,37,4,0.184,4,1,1,0,Existing Customer
3740,55,0.833,0.861,2258,4562.0,34,6,0.495,0,3,3,2,Existing Customer
4022,61,0.649,0.907,0,1438.3,46,3,0.0,2,3,1,5,Existing Customer
4342,72,0.674,0.733,1597,4210.0,36,4,0.379,4,2,3,2,Existing Customer
2113,38,0.267,0.429,0,1438.3,51,3,0.0,3,0,3,3,Attrited Customer
5031,79,0.646,0.612,1353,24931.0,39,4,0.054,4,2,4,4,Existing Customer
4768,81,0.929,0.67,2382,8854.0,33,3,0.269,3,1,4,2,Existing Customer
4027,75,0.5,0.811,1716,2230.0,56,3,0.77,1,1,0,0,Existing Customer
3475,52,0.733,0.912,582,28327.0,38,5,0.021,2,1,4,4,Existing Customer
3673,72,0.565,0.626,1298,2500.0,36,5,0.519,4,3,2,0,Existing Customer
4611,91,0.569,0.658,0,9246.0,33,4,0.0,3,1,3,5,Existing Customer
3504,60,0.765,1.061,1583,11155.0,28,5,0.142,3,3,3,2,Existing Customer
3778,84,0.75,0.875,1766,11926.0,30,4,0.148,3,2,3,2,Existing Customer
2050,51,0.821,0.519,0,5501.0,44,6,0.0,3,3,3,3,Attrited Customer
4812,77,0.604,1.109,844,2110.0,40,3,0.4,1,2,4,2,Existing Customer
3734,74,0.85,0.627,904,12994.0,34,5,0.07,2,3,4,5,Existing Customer
3226,63,0.853,1.1,2095,29551.0,45,3,0.071,2,1,2,4,Existing Customer
2027,39,0.393,0.605,2517,5054.0,36,2,0.498,2,2,2,2,Attrited Customer
4674,67,0.763,0.722,2253,3136.0,28,6,0.718,3,2,2,2,Existing Customer
4430,69,0.865,0.683,1549,6109.0,35,3,0.254,4,3,2,2,Existing Customer
5189,82,0.519,0.469,2514,3989.0,36,4,0.63,1,3,2,2,Existing Customer
4006,65,0.548,0.709,1243,3315.0,13,3,0.375,3,1,1,2,Existing Customer
2275,46,0.438,0.807,1938,34516.0,45,5,0.056,2,4,2,4,Existing Customer
4455,63,0.658,0.692,1019,1794.0,28,3,0.568,2,2,2,2,Existing Customer
3464,64,0.684,0.44,1582,5993.0,36,4,0.264,4,3,3,3,Existing Customer
4128,82,0.491,0.421,0,8320.0,31,3,0.0,1,2,3,5,Existing Customer
1971,45,0.25,0.331,0,1930.0,36,2,0.0,4,3,1,3,Attrited Customer
4286,86,0.72,0.815,1465,2329.0,32,5,0.629,0,3,3,2,Existing Customer
4436,73,0.622,1.012,756,1438.3,36,3,0.526,0,3,1,2,Existing Customer
2503,49,0.885,0.71,0,18128.0,45,2,0.0,1,3,3,5,Attrited Customer
4183,74,0.762,0.705,1715,10642.0,35,3,0.161,4,3,2,2,Existing Customer
3766,63,0.909,0.896,0,2230.0,26,5,0.0,4,1,0,5,Existing Customer
4058,88,0.725,0.745,0,6946.0,42,6,0.0,0,2,1,5,Existing Customer
5007,91,0.655,0.775,874,9716.0,39,5,0.09,4,2,2,5,Existing Customer
3900,62,0.938,0.789,1500,4377.0,36,6,0.343,1,3,0,0,Existing Customer
2257,51,0.545,0.53,0,2516.0,34,3,0.0,3,3,2,3,Attrited Customer
4037,87,0.706,0.775,0,34516.0,46,4,0.0,4,2,2,4,Existing Customer
4564,82,0.608,0.729,0,1844.0,43,6,0.0,4,3,3,5,Existing Customer
4288,47,0.621,0.882,1106,13233.0,39,4,0.084,2,3,3,4,Existing Customer
2589,57,0.676,0.758,1433,34516.0,31,5,0.042,2,2,4,4,Existing Customer
4004,76,0.652,0.718,0,1593.0,36,3,0.0,4,3,2,5,Existing Customer
3553,63,0.909,0.858,685,8589.0,41,4,0.08,3,2,1,5,Existing Customer
2279,46,0.533,0.661,0,1714.0,47,1,0.0,4,3,3,3,Attrited Customer
3631,67,0.763,0.642,845,1438.3,36,6,0.587,2,1,3,2,Existing Customer
4668,69,0.643,0.752,1948,2433.0,36,6,0.801,2,2,4,2,Existing Customer
3370,69,0.769,0.853,1746,21148.0,40,5,0.083,4,2,4,4,Existing Customer
4070,63,0.658,0.891,1953,7487.0,50,3,0.261,3,3,0,0,Existing Customer
1860,43,0.433,0.58,2517,5798.0,42,1,0.434,3,3,4,2,Attrited Customer
4223,81,0.653,0.786,1757,34516.0,40,6,0.051,2,3,3,4,Existing Customer
4921,81,0.62,0.95,2373,7608.0,37,6,0.312,2,2,0,0,Existing Customer
1973,42,0.556,0.671,0,2184.0,31,3,0.0,4,3,4,3,Attrited Customer
4530,72,0.846,0.56,1833,2189.0,26,3,0.837,2,3,1,2,Existing Customer
2131,41,0.464,0.639,0,3495.0,44,5,0.0,4,2,2,3,Attrited Customer
2409,38,0.31,0.717,134,8018.0,47,2,0.017,3,2,3,3,Attrited Customer
1874,42,0.615,0.547,0,20543.0,22,3,0.0,4,3,3,3,Attrited Customer
4273,87,0.977,0.894,0,18819.0,50,6,0.0,2,2,0,5,Existing Customer
3748,79,0.646,0.842,643,17811.0,36,6,0.036,4,2,3,4,Existing Customer
3880,68,0.7,1.043,0,14418.0,36,6,0.0,0,2,2,5,Existing Customer
5001,66,0.692,0.988,2024,3936.0,38,5,0.514,4,3,4,2,Existing Customer
4375,73,0.622,0.852,0,5738.0,33,6,0.0,2,3,3,5,Existing Customer
3918,67,1.094,0.452,0,34516.0,36,5,0.0,2,1,1,4,Existing Customer
4042,72,0.714,0.791,725,1513.0,40,4,0.479,4,3,0,0,Existing Customer
1477,30,0.5,0.531,0,18075.0,41,3,0.0,4,4,3,3,Attrited Customer
4246,78,0.857,0.668,0,5989.0,36,6,0.0,2,1,4,5,Existing Customer
2998,60,0.622,0.79,1623,2490.0,42,3,0.652,2,2,3,2,Existing Customer
4546,81,0.884,0.84,0,2659.0,44,4,0.0,2,2,4,5,Existing Customer
1461,43,0.536,0.416,2297,34516.0,44,2,0.067,4,4,0,4,Attrited Customer
4205,75,0.415,0.799,1672,13490.0,40,4,0.124,0,2,2,4,Existing Customer
4804,66,0.535,0.703,798,1664.0,33,6,0.48,3,4,1,0,Existing Customer
3367,65,0.806,0.798,1643,7753.0,37,6,0.212,3,3,3,2,Existing Customer
5154,80,0.86,1.035,2085,2909.0,31,4,0.717,3,2,3,2,Existing Customer
4745,69,0.605,0.887,1384,34516.0,36,6,0.04,4,3,3,4,Existing Customer
3496,58,0.871,0.894,1560,3476.0,45,3,0.449,3,1,2,0,Existing Customer
4418,59,0.639,0.386,1160,16026.0,36,6,0.072,2,2,2,4,Existing Customer
4501,67,0.675,0.886,1334,2705.0,40,4,0.493,2,3,1,0,Existing Customer
4887,90,0.698,0.783,1144,2884.0,43,5,0.397,2,3,3,2,Existing Customer
5320,62,0.771,0.723,2517,24299.0,37,6,0.104,4,1,2,4,Existing Customer
4615,79,0.837,0.801,2276,20755.0,34,6,0.11,2,1,3,4,Existing Customer
1882,39,0.345,0.637,0,21096.0,45,2,0.0,5,2,3,3,Attrited Customer
4487,73,0.431,0.531,0,6457.0,37,5,0.0,4,3,3,3,Existing Customer
4041,66,0.571,0.467,0,1603.0,40,5,0.0,3,2,3,3,Existing Customer
4169,72,0.5,0.621,1557,9051.0,37,3,0.172,3,6,3,3,Existing Customer
2383,42,0.448,0.792,0,10057.0,42,5,0.0,4,0,1,3,Attrited Customer
5212,79,0.646,0.686,1725,2043.0,27,6,0.844,3,2,3,2,Existing Customer
3887,61,0.419,0.636,2403,2802.0,56,6,0.858,3,3,0,0,Existing Customer
3870,67,0.558,0.63,1690,1960.0,45,4,0.862,4,2,2,0,Existing Customer
1901,27,1.25,1.062,1061,2348.0,36,6,0.452,0,1,3,2,Existing Customer
3879,95,0.583,0.49,0,2978.0,25,6,0.0,2,4,2,5,Existing Customer
3875,75,0.974,0.738,1557,2017.0,29,3,0.772,3,3,3,2,Existing Customer
4253,84,0.75,0.657,1172,13613.0,36,5,0.086,3,2,1,5,Existing Customer
3744,52,0.793,0.914,1117,5553.0,33,6,0.201,3,2,2,5,Existing Customer
3837,85,0.604,0.55,578,6346.0,41,6,0.091,2,1,1,5,Existing Customer
3342,63,0.969,1.261,1406,34516.0,38,4,0.041,3,2,2,4,Existing Customer
3561,72,0.5,0.556,988,1438.3,27,5,0.687,3,3,3,2,Existing Customer
4392,68,0.511,0.646,1663,15133.0,24,3,0.11,3,1,3,4,Existing Customer
3763,75,0.875,0.56,1488,2502.0,36,3,0.595,2,3,4,2,Existing Customer
4133,68,0.789,0.636,2052,2589.0,36,3,0.793,2,2,3,2,Existing Customer
3514,79,0.646,0.599,1460,2049.0,36,5,0.713,3,1,3,2,Existing Customer
4060,79,0.975,1.096,751,3560.0,35,6,0.211,2,1,4,5,Existing Customer
4553,78,1.167,1.044,0,1438.3,36,3,0.0,3,2,3,5,Existing Customer
3785,68,0.7,0.936,0,25937.0,36,6,0.0,2,1,3,4,Existing Customer
3909,67,0.675,0.868,1482,2387.0,38,4,0.621,3,2,1,0,Existing Customer
4518,90,0.875,0.825,1501,2912.0,36,4,0.515,2,1,4,2,Existing Customer
3432,68,0.744,0.672,1255,7062.0,38,3,0.178,2,2,2,5,Existing Customer
4785,66,0.65,0.842,1080,12186.0,51,3,0.089,3,3,2,0,Existing Customer
3289,47,0.958,0.69,2517,3570.0,52,2,0.705,5,3,0,0,Attrited Customer
4245,82,0.952,0.671,1970,3072.0,32,6,0.641,4,4,3,2,Existing Customer
3893,81,0.62,0.71,1810,31501.0,41,5,0.057,3,3,2,4,Existing Customer
3536,69,0.769,0.817,2517,5928.0,36,5,0.425,3,1,2,2,Existing Customer
4076,81,0.688,0.563,0,8482.0,36,3,0.0,3,1,4,5,Existing Customer
4770,89,0.712,0.988,2100,23911.0,36,4,0.088,4,3,2,4,Existing Customer
3628,74,0.644,0.794,0,1438.3,56,4,0.0,3,3,0,0,Existing Customer
4739,89,0.712,0.85,814,3261.0,42,5,0.25,3,3,3,5,Existing Customer
3057,71,0.919,0.733,1232,2317.0,30,3,0.532,2,1,2,2,Existing Customer
4160,76,0.9,0.901,0,33913.0,34,5,0.0,4,3,2,4,Existing Customer
2427,51,0.645,0.688,0,34516.0,30,3,0.0,3,3,2,4,Attrited Customer
4120,78,1.0,1.126,774,1637.0,36,3,0.473,4,1,3,2,Existing Customer
3912,72,0.565,0.549,0,5448.0,39,4,0.0,2,3,3,5,Existing Customer
4074,72,1.057,0.953,948,5152.0,56,5,0.184,4,2,1,0,Existing Customer
2631,41,0.64,0.726,0,15195.0,26,3,0.0,6,3,4,3,Attrited Customer
3971,76,0.551,0.763,1303,2799.0,41,5,0.466,0,3,2,2,Existing Customer
2139,47,0.567,0.508,0,1438.3,29,3,0.0,4,3,1,3,Attrited Customer
3400,67,0.675,0.621,885,1817.0,32,6,0.487,1,3,3,2,Existing Customer
2505,45,0.452,0.832,0,3443.0,33,1,0.0,4,3,3,3,Attrited Customer
1723,44,0.375,0.447,0,4281.0,36,3,0.0,3,3,2,3,Attrited Customer
4170,73,0.553,0.624,974,2029.0,36,5,0.48,3,3,2,2,Existing Customer
4208,67,0.675,0.901,1055,1438.3,15,5,0.734,2,3,3,2,Existing Customer
2853,64,0.73,0.679,1308,28186.0,44,3,0.046,4,2,2,4,Existing Customer
3722,72,0.756,0.896,0,34516.0,41,6,0.0,2,3,3,4,Existing Customer
4272,71,0.578,0.885,0,3818.0,36,5,0.0,4,1,4,5,Existing Customer
3353,86,0.593,0.463,1160,11494.0,28,4,0.101,3,1,4,5,Existing Customer
3676,47,1.35,0.982,762,28142.0,32,4,0.027,3,1,2,4,Existing Customer
3471,63,0.75,0.554,1510,2316.0,36,4,0.652,3,1,4,2,Existing Customer
3651,69,0.605,0.359,1689,10533.0,33,5,0.16,4,2,3,3,Existing Customer
3993,75,0.531,0.602,0,14322.0,41,4,0.0,1,2,4,5,Existing Customer
3806,76,0.9,0.504,1662,34516.0,38,5,0.048,4,2,3,4,Existing Customer
4327,79,0.881,0.873,2517,6798.0,36,5,0.37,2,1,4,2,Existing Customer
4111,62,0.55,0.646,0,1438.3,39,3,0.0,4,3,3,3,Existing Customer
2216,39,0.56,0.771,848,2445.0,37,2,0.347,4,3,1,3,Attrited Customer
3480,64,0.6,0.627,1847,2585.0,36,3,0.715,4,3,3,2,Existing Customer
4102,78,0.857,0.607,0,1438.3,42,3,0.0,3,2,2,5,Existing Customer
4775,83,0.729,0.704,1315,1781.0,38,4,0.738,2,2,3,2,Existing Customer
2628,41,0.64,0.87,0,1606.0,36,2,0.0,5,3,4,3,Attrited Customer
4921,90,0.8,0.925,1245,2205.0,28,5,0.565,4,2,4,2,Existing Customer
4110,75,0.923,0.759,1647,2270.0,39,5,0.726,0,3,3,2,Existing Customer
4254,85,0.735,0.578,1875,2568.0,37,5,0.73,3,2,2,2,Existing Customer
2222,54,0.636,0.482,0,3292.0,49,3,0.0,3,4,1,3,Attrited Customer
1739,38,0.226,0.489,1252,10797.0,43,6,0.116,4,3,1,3,Attrited Customer
2525,45,0.5,0.56,2030,30501.0,36,6,0.067,2,3,0,4,Existing Customer
3282,66,0.65,0.737,1499,5371.0,34,5,0.279,1,3,2,2,Existing Customer
4207,80,0.702,0.513,0,13441.0,28,5,0.0,4,4,3,5,Existing Customer
4626,77,0.75,0.974,1729,9137.0,36,4,0.189,2,2,3,2,Existing Customer
2000,32,0.28,0.561,2517,5848.0,40,6,0.43,3,3,2,0,Attrited Customer
4601,77,0.638,0.73,784,10614.0,41,3,0.074,4,2,2,5,Existing Customer
4589,89,0.648,0.583,1003,4035.0,32,3,0.249,4,3,2,5,Existing Customer
2023,38,0.727,0.504,710,4205.0,48,4,0.169,2,1,0,0,Existing Customer
3944,78,0.857,0.693,2196,2586.0,36,6,0.849,3,2,2,2,Existing Customer
4466,92,0.736,0.539,1420,7234.0,28,3,0.196,2,2,3,2,Existing Customer
4303,77,0.638,0.966,1417,34516.0,51,6,0.041,4,3,2,4,Existing Customer
3534,56,1.0,0.697,0,21114.0,24,4,0.0,3,2,1,5,Existing Customer
4697,73,0.698,0.988,1704,2522.0,48,4,0.676,3,1,1,0,Existing Customer
4809,71,0.479,0.474,0,11309.0,24,6,0.0,4,3,1,3,Existing Customer
1871,32,0.684,0.749,783,13883.0,31,2,0.056,1,4,3,3,Attrited Customer
5067,62,0.722,0.667,0,13448.0,31,5,0.0,2,1,3,5,Existing Customer
2996,62,0.879,0.639,0,25991.0,46,4,0.0,4,2,1,4,Existing Customer
4964,84,0.909,0.874,1097,2537.0,36,5,0.432,2,1,0,0,Existing Customer
3895,67,0.558,0.807,794,1438.3,36,5,0.552,2,2,4,2,Existing Customer
1484,33,0.435,0.487,0,13019.0,36,3,0.0,3,2,2,3,Attrited Customer
2432,48,0.6,0.694,0,3339.0,48,2,0.0,3,2,1,3,Attrited Customer
4631,76,0.949,0.919,1141,28390.0,37,6,0.04,3,3,3,4,Existing Customer
4190,87,0.706,0.574,1624,23665.0,33,3,0.069,3,2,2,4,Existing Customer
4374,71,0.775,0.951,0,1438.3,36,4,0.0,3,2,3,5,Existing Customer
4343,83,0.886,0.765,1127,2459.0,36,5,0.458,4,2,4,2,Existing Customer
1897,35,0.25,0.299,0,1624.0,36,4,0.0,5,2,1,3,Attrited Customer
4710,70,0.556,0.906,1700,8900.0,40,6,0.191,3,2,3,0,Existing Customer
4241,61,0.968,0.825,1172,5239.0,41,5,0.224,2,3,4,5,Existing Customer
5099,60,0.714,0.464,1482,9351.0,36,4,0.158,1,3,3,5,Existing Customer
4025,62,0.59,0.701,1650,2655.0,38,4,0.621,2,2,4,2,Existing Customer
4030,73,0.622,0.708,2517,3173.0,45,5,0.793,1,2,2,0,Existing Customer
